,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,reviews_per_month,availability_365
7144,Brooklyn,40.68281,-73.89509,Entire home/apt,149,1,2.81,361
22985,Brooklyn,40.69984,-73.92163000000002,Private room,40,2,2.28,54
6926,Manhattan,40.73434,-74.00461999999997,Entire home/apt,300,4,2.46,58
5482,Brooklyn,40.61112,-74.00028,Entire home/apt,145,2,4.26,287
7950,Queens,40.66952,-73.74624,Private room,40,2,1.19,173
22183,Brooklyn,40.69177,-73.9135,Private room,41,30,0.41,186
27874,Queens,40.74143,-73.9229,Entire home/apt,145,2,5.68,14
28141,Manhattan,40.74042,-73.99883,Entire home/apt,225,1,0.0,228
20934,Brooklyn,40.72034,-73.95626,Entire home/apt,100,3,0.4,2
16349,Brooklyn,40.69613,-73.97117,Entire home/apt,95,7,0.45,19
12571,Queens,40.73376,-73.85155,Private room,99,2,0.0,187
10165,Manhattan,40.74686,-73.97514,Entire home/apt,400,1,0.54,364
22575,Brooklyn,40.69295,-73.93685,Entire home/apt,139,1,1.36,134
10465,Brooklyn,40.71157,-73.95846,Entire home/apt,185,8,0.07,59
14383,Brooklyn,40.68423,-73.9526,Entire home/apt,110,4,1.91,309
13363,Manhattan,40.75613,-73.99785,Shared room,70,1,0.0,15
18475,Brooklyn,40.64228,-73.95204,Private room,40,2,0.37,260
10951,Manhattan,40.71681,-73.99539,Entire home/apt,190,5,0.3,81
16422,Manhattan,40.79138,-73.9413,Private room,80,3,0.87,332
29722,Manhattan,40.84154,-73.93766,Entire home/apt,260,5,0.0,260
22231,Brooklyn,40.66682,-73.87351,Private room,57,3,0.44,90
4273,Manhattan,40.82376,-73.94492,Entire home/apt,99,25,0.3,157
24763,Queens,40.77726,-73.90689,Private room,115,1,2.26,304
20439,Brooklyn,40.64459,-73.99951,Entire home/apt,100,2,4.41,24
7418,Brooklyn,40.67963,-73.97054,Private room,50,1,6.23,286
13422,Manhattan,40.76506,-73.98567,Private room,70,3,0.41,225
3886,Queens,40.74742,-73.94646999999998,Private room,58,1,1.98,101
2568,Brooklyn,40.71258,-73.96392,Private room,100,5,1.68,41
5477,Brooklyn,40.64796,-73.89175999999998,Entire home/apt,110,2,0.81,290
16632,Manhattan,40.78925,-73.96757,Entire home/apt,139,6,1.83,116
30438,Brooklyn,40.6858,-73.92899,Private room,120,2,0.0,6
10958,Brooklyn,40.7244,-73.93913,Private room,55,5,0.28,87
14084,Queens,40.74377,-73.90482,Entire home/apt,120,1,7.72,287
15126,Manhattan,40.75349,-73.96545,Private room,160,2,5.73,49
29559,Brooklyn,40.70558,-73.9418,Entire home/apt,89,2,1.0,266
25110,Manhattan,40.76027,-73.99682,Private room,209,1,0.0,333
24678,Brooklyn,40.69271,-73.93799,Private room,42,5,0.76,23
14224,Queens,40.70341,-73.89624,Private room,48,2,1.91,231
5823,Brooklyn,40.71692,-73.96353,Private room,60,2,2.07,83
16735,Brooklyn,40.65517,-73.95827,Private room,50,1,3.07,14
1326,Manhattan,40.74082,-73.99580999999998,Entire home/apt,99,2,0.65,30
5401,Manhattan,40.76244000000001,-73.96030999999998,Entire home/apt,165,30,0.2,280
21166,Manhattan,40.76402,-73.97453,Private room,233,2,0.0,207
29030,Manhattan,40.80033,-73.95382,Private room,100,1,0.0,341
25251,Manhattan,40.86214,-73.92708,Private room,90,3,0.86,252
10740,Manhattan,40.74324,-73.99586,Private room,115,1,0.34,172
20477,Brooklyn,40.69368,-73.93403,Private room,98,1,0.69,135
17177,Brooklyn,40.69566,-73.90687,Entire home/apt,95,3,1.12,5
14959,Brooklyn,40.68376,-73.95109000000002,Entire home/apt,66,3,3.3,219
27992,Manhattan,40.82622,-73.93489,Private room,50,1,0.0,365
22098,Brooklyn,40.63832,-73.94908000000002,Private room,75,3,1.0,170
9000,Brooklyn,40.67011,-73.92544000000002,Private room,100,1,0.75,365
27720,Brooklyn,40.68414,-73.93538000000002,Entire home/apt,140,6,0.0,252
19647,Manhattan,40.72345,-73.99943,Entire home/apt,800,2,3.88,90
12375,Brooklyn,40.6921,-73.93746,Private room,110,1,5.99,85
7975,Brooklyn,40.6736,-73.92612,Entire home/apt,60,2,6.22,33
14725,Manhattan,40.73539,-73.99547,Entire home/apt,485,5,2.36,203
18914,Brooklyn,40.73439000000001,-73.95839000000002,Private room,120,5,0.79,179
22605,Manhattan,40.77382,-73.9535,Entire home/apt,160,2,0.95,11
20575,Queens,40.74111,-73.88184,Entire home/apt,179,2,3.65,239
1079,Manhattan,40.75743,-73.96939,Entire home/apt,90,30,0.05,358
20946,Brooklyn,40.70717,-73.92126,Private room,50,4,0.42,40
20811,Brooklyn,40.66827,-73.98205,Entire home/apt,125,5,0.76,9
14191,Manhattan,40.74155,-73.98235,Private room,70,1,5.78,3
14007,Brooklyn,40.69731,-73.90824,Shared room,29,30,0.1,324
4135,Manhattan,40.85171,-73.92894,Entire home/apt,80,3,0.56,68
24101,Brooklyn,40.71244,-73.9581,Entire home/apt,750,3,0.0,7
12171,Queens,40.74982,-73.8061,Entire home/apt,1500,3,0.0,256
1321,Manhattan,40.80586,-73.94641999999997,Entire home/apt,165,7,0.1,234
28468,Queens,40.75596,-73.91637,Entire home/apt,75,20,0.0,344
24673,Queens,40.681,-73.79592,Private room,33,1,0.74,189
22608,Manhattan,40.78415,-73.95248000000002,Entire home/apt,100,30,0.0,99
17656,Brooklyn,40.68834,-73.96269000000002,Entire home/apt,150,3,0.09,255
26049,Manhattan,40.70824,-74.00476,Entire home/apt,200,2,2.45,38
21702,Brooklyn,40.67627,-73.90795,Private room,48,1,7.57,199
16388,Brooklyn,40.65711,-73.95655,Entire home/apt,150,3,1.84,26
20561,Brooklyn,40.67283,-73.9447,Private room,80,1,5.52,214
21119,Manhattan,40.85114,-73.93754,Private room,55,2,2.07,169
9192,Brooklyn,40.69121,-73.92529,Entire home/apt,113,2,4.71,167
17290,Queens,40.74196,-73.92135999999998,Entire home/apt,100,3,0.34,326
29807,Manhattan,40.76496,-73.98928000000002,Entire home/apt,244,3,0.0,167
10621,Brooklyn,40.66713,-73.9411,Private room,80,4,1.94,272
2735,Brooklyn,40.69045,-73.96762,Private room,239,1,0.28,363
18851,Manhattan,40.73485,-74.00313,Entire home/apt,188,30,0.0,326
9420,Brooklyn,40.69625,-73.93696,Private room,55,30,2.45,232
24607,Queens,40.75747,-73.80868000000002,Entire home/apt,450,4,0.0,365
14515,Manhattan,40.71925,-73.99418,Private room,129,5,0.31,153
16083,Brooklyn,40.71097,-73.95895,Entire home/apt,110,3,1.05,90
12687,Manhattan,40.76232,-73.99285,Private room,110,7,0.06,99
14034,Brooklyn,40.71198,-73.95787,Entire home/apt,200,2,2.16,268
3425,Brooklyn,40.68908,-73.92893000000002,Private room,250,2,0.0,365
10534,Queens,40.76335,-73.87007,Private room,48,1,16.22,341
4060,Brooklyn,40.71994,-73.9599,Private room,90,1,3.81,229
11059,Manhattan,40.72415,-73.97451,Private room,125,1,3.28,86
10097,Manhattan,40.75365,-73.97151,Private room,369,3,0.25,365
26723,Brooklyn,40.6818,-73.91813,Entire home/apt,100,3,1.73,120
15593,Brooklyn,40.65175,-73.96408000000002,Entire home/apt,90,30,0.24,342
23076,Manhattan,40.8014,-73.9578,Private room,60,2,2.35,1
24491,Manhattan,40.78334,-73.97927,Entire home/apt,120,30,0.75,311
9268,Manhattan,40.73435,-74.0066,Entire home/apt,199,30,0.91,343
7317,Brooklyn,40.66323,-73.98116999999998,Private room,87,2,2.74,10
27616,Brooklyn,40.67916,-73.92559,Entire home/apt,85,3,2.05,43
12819,Manhattan,40.81553,-73.94672,Private room,135,2,1.4,75
18817,Brooklyn,40.65934,-73.90245,Private room,45,7,0.53,168
13463,Manhattan,40.78965,-73.96993,Entire home/apt,95,1,0.48,70
28780,Queens,40.77444000000001,-73.73373000000002,Entire home/apt,149,3,0.0,3
16680,Manhattan,40.70598,-74.00761,Entire home/apt,400,30,0.0,290
10792,Brooklyn,40.66812,-73.98595,Private room,90,3,0.4,5
22194,Manhattan,40.79617,-73.946,Private room,95,2,3.91,33
8546,Brooklyn,40.68724,-73.98496999999998,Entire home/apt,120,30,0.38,342
15657,Brooklyn,40.64279000000001,-74.00515,Entire home/apt,70,30,0.62,183
8564,Brooklyn,40.68444,-73.9287,Entire home/apt,92,30,0.5,113
5421,Manhattan,40.72745,-74.0027,Entire home/apt,190,6,1.27,275
21551,Manhattan,40.79757,-73.96065,Entire home/apt,135,2,0.32,1
13952,Brooklyn,40.67543,-73.98455,Entire home/apt,250,4,3.51,174
28503,Brooklyn,40.67125,-73.94006,Entire home/apt,90,3,0.0,256
27198,Manhattan,40.79905,-73.94453,Shared room,75,1,0.58,365
16235,Brooklyn,40.71607,-73.96365,Entire home/apt,250,3,1.05,41
16275,Manhattan,40.76657,-73.98514,Entire home/apt,225,3,1.87,323
23871,Manhattan,40.70734,-74.01064000000002,Entire home/apt,472,2,1.41,316
9575,Manhattan,40.71391,-74.00624,Entire home/apt,170,2,0.0,19
10783,Brooklyn,40.6869,-73.97454,Entire home/apt,380,3,0.37,22
11723,Bronx,40.87372,-73.84065,Private room,75,1,0.11,129
17318,Manhattan,40.83354,-73.94203,Entire home/apt,120,1,5.37,53
20879,Queens,40.69161,-73.76326,Entire home/apt,298,2,1.51,365
16595,Manhattan,40.71158,-73.98888000000002,Shared room,32,14,0.76,341
24201,Brooklyn,40.68771,-73.96304,Entire home/apt,143,2,5.0,81
212,Brooklyn,40.64446,-73.9503,Entire home/apt,65,3,2.3,2
29071,Brooklyn,40.69208,-73.91296,Private room,58,30,0.0,340
11620,Manhattan,40.76213,-73.94971,Private room,100,2,3.57,142
21336,Queens,40.7008,-73.75121,Private room,70,2,0.4,186
12895,Manhattan,40.71136,-73.99391,Private room,110,3,0.11,350
23464,Brooklyn,40.65057,-73.92383000000002,Private room,37,1,9.56,341
21775,Brooklyn,40.6716,-73.95846999999998,Entire home/apt,300,2,0.16,364
719,Manhattan,40.77631,-73.95289,Entire home/apt,121,1,0.19,351
22107,Brooklyn,40.68417,-73.98498000000002,Entire home/apt,125,2,4.51,60
9876,Brooklyn,40.61937,-74.03132,Entire home/apt,95,6,0.6,141
5975,Manhattan,40.80965,-73.93911999999997,Entire home/apt,150,4,2.44,99
25599,Manhattan,40.80038,-73.95994,Private room,66,1,0.34,17
24698,Queens,40.76449,-73.91996,Shared room,30,1,4.12,320
6483,Manhattan,40.82993,-73.9435,Entire home/apt,201,1,4.46,73
10934,Brooklyn,40.68841,-73.95082,Entire home/apt,140,2,1.91,267
9210,Queens,40.76933,-73.91165,Private room,55,1,0.63,252
3921,Manhattan,40.71847,-73.98246,Entire home/apt,180,3,0.13,226
5434,Queens,40.756,-73.9205,Private room,60,7,0.0,365
8008,Manhattan,40.7493,-73.98132,Entire home/apt,180,30,0.14,210
16494,Brooklyn,40.59143,-73.95548000000002,Private room,65,2,3.57,340
12312,Queens,40.58845,-73.79514,Entire home/apt,86,2,2.06,20
26526,Manhattan,40.80249,-73.96729,Private room,45,3,2.05,2
15829,Brooklyn,40.71436,-73.93949,Private room,90,2,1.0,20
17597,Manhattan,40.72814,-73.98665,Private room,250,1,0.08,365
17198,Manhattan,40.7197,-73.99746999999998,Private room,70,28,1.99,147
28347,Queens,40.70528,-73.90896,Entire home/apt,350,1,7.0,64
7161,Brooklyn,40.68545,-73.96048,Entire home/apt,200,3,0.54,363
4081,Brooklyn,40.68373,-73.92925,Private room,50,2,3.21,260
18987,Brooklyn,40.64011,-73.95773,Private room,45,4,2.44,4
2686,Bronx,40.88579,-73.91599000000002,Entire home/apt,250,7,0.04,338
12971,Brooklyn,40.68925,-73.95452,Private room,60,2,2.78,58
5682,Manhattan,40.80417,-73.96874,Private room,167,30,0.92,188
28511,Manhattan,40.74114,-74.00358,Entire home/apt,198,30,0.0,125
16623,Brooklyn,40.60909,-73.97155,Entire home/apt,200,2,1.88,275
29427,Brooklyn,40.71799,-73.95826,Entire home/apt,188,5,1.0,51
26391,Manhattan,40.82261,-73.95544,Private room,53,3,0.86,74
30036,Queens,40.75899,-73.85605,Private room,65,2,0.0,176
9194,Queens,40.69848,-73.89569,Private room,34,30,0.41,365
12328,Manhattan,40.76347,-73.97800000000002,Entire home/apt,1000,1,0.12,90
27209,Manhattan,40.80553,-73.94928,Entire home/apt,290,1,2.0,161
19814,Brooklyn,40.65167,-74.00624,Private room,50,1,2.28,169
9527,Queens,40.70925,-73.91124,Private room,50,5,0.06,280
15726,Manhattan,40.73981,-74.00031,Entire home/apt,146,7,0.21,353
27556,Manhattan,40.74743,-73.99136,Entire home/apt,440,2,0.61,2
17786,Queens,40.74474,-73.90531,Private room,50,1,1.09,328
8923,Manhattan,40.80297,-73.9505,Entire home/apt,99,28,2.16,296
12420,Brooklyn,40.68203,-73.92472,Private room,100,2,0.52,179
25897,Manhattan,40.70388,-74.0082,Entire home/apt,165,2,2.5,1
27862,Brooklyn,40.60911,-73.95257,Shared room,20,2,0.0,32
10055,Brooklyn,40.71089,-73.96627,Private room,90,2,2.31,338
18336,Bronx,40.83201,-73.89996,Entire home/apt,140,2,0.27,27
18797,Queens,40.6609,-73.75633,Entire home/apt,100,2,1.82,178
14526,Brooklyn,40.64942,-73.89783,Private room,40,4,0.22,37
1432,Manhattan,40.78844,-73.94951,Entire home/apt,125,2,0.9,199
6779,Manhattan,40.82195,-73.95373000000002,Private room,62,2,0.55,97
16875,Manhattan,40.74929,-73.97827,Entire home/apt,150,30,0.27,113
29085,Brooklyn,40.6871,-73.94651,Private room,100,1,0.0,178
19376,Brooklyn,40.6914,-73.90388,Private room,40,2,2.08,343
1920,Manhattan,40.77207,-73.95923,Entire home/apt,169,7,0.2,24
1465,Manhattan,40.74791,-73.97334000000002,Entire home/apt,500,5,0.02,281
2525,Brooklyn,40.67828,-73.92965,Private room,80,3,2.0,220
27350,Manhattan,40.79247,-73.94892,Entire home/apt,109,1,5.11,233
6814,Brooklyn,40.64218,-74.01175,Entire home/apt,90,2,1.84,364
1854,Brooklyn,40.68201,-73.95012,Private room,65,1,1.61,313
18287,Queens,40.71446,-73.75968,Private room,75,2,1.77,65
10730,Bronx,40.83248,-73.83203,Private room,46,4,1.65,135
29530,Manhattan,40.78549,-73.97188,Entire home/apt,168,2,0.0,46
6134,Queens,40.76541,-73.92009,Shared room,52,1,0.02,363
5265,Manhattan,40.7142,-73.99119,Entire home/apt,250,5,0.45,5
12541,Manhattan,40.76174,-73.99228000000002,Entire home/apt,130,30,0.22,333
2010,Manhattan,40.71444,-73.98348,Entire home/apt,160,3,3.19,24
4413,Brooklyn,40.71735,-73.94465,Private room,100,2,0.9,149
20664,Manhattan,40.74936,-73.97836,Private room,153,1,3.3,32
3676,Manhattan,40.83428,-73.94738000000002,Private room,75,2,0.53,198
13064,Queens,40.70723,-73.72948000000002,Private room,75,1,0.71,342
29757,Brooklyn,40.64126,-73.97797,Entire home/apt,169,1,2.0,53
22413,Manhattan,40.76579,-73.98049,Private room,600,2,0.0,2
45,Brooklyn,40.73506,-73.95392,Entire home/apt,144,2,2.82,234
22141,Manhattan,40.85502,-73.92763000000002,Entire home/apt,150,5,1.27,286
26098,Manhattan,40.83611,-73.94162,Entire home/apt,161,2,4.87,294
6987,Manhattan,40.71814000000001,-73.99166,Private room,75,10,0.46,128
7110,Manhattan,40.77791,-73.95362,Entire home/apt,180,3,0.83,273
9190,Brooklyn,40.64386,-73.98195,Private room,42,1,2.69,148
10688,Manhattan,40.79528,-73.9478,Private room,75,1,2.95,188
23114,Manhattan,40.79554,-73.94835,Private room,114,3,2.23,50
25199,Brooklyn,40.7045,-73.94357,Entire home/apt,150,6,2.17,40
27362,Manhattan,40.74677,-73.9866,Private room,100,1,11.14,268
2572,Manhattan,40.76466,-73.99325,Private room,180,3,3.29,161
14285,Brooklyn,40.7255,-73.94428,Entire home/apt,100,2,0.66,1
8244,Manhattan,40.72625,-74.00199,Entire home/apt,150,3,1.05,4
16981,Manhattan,40.80173,-73.94035,Private room,65,2,0.83,365
26200,Manhattan,40.84387,-73.93969,Private room,59,1,1.64,293
7521,Brooklyn,40.69483,-73.96403000000002,Private room,54,2,1.17,333
22378,Manhattan,40.74056,-73.9791,Entire home/apt,150,30,0.61,332
22544,Brooklyn,40.7077,-73.93855,Private room,85,5,0.32,25
26311,Manhattan,40.71691,-74.00511,Entire home/apt,267,30,0.0,283
2722,Queens,40.70375,-73.9094,Private room,45,2,0.42,190
9837,Manhattan,40.71592,-73.99332,Private room,65,25,0.9,365
27540,Brooklyn,40.67562,-73.95319,Private room,90,7,0.0,5
22707,Manhattan,40.81399,-73.95229,Private room,69,2,0.0,365
17815,Brooklyn,40.68808,-73.92264,Private room,55,1,2.82,225
8512,Manhattan,40.76045,-73.9981,Entire home/apt,239,30,0.04,365
61,Manhattan,40.72162,-73.98008,Entire home/apt,230,9,0.43,116
15063,Manhattan,40.73509,-73.98637,Entire home/apt,249,3,0.48,175
20732,Brooklyn,40.67745,-73.90958,Shared room,24,1,1.65,89
30189,Brooklyn,40.62555,-73.95724,Private room,50,1,1.0,86
30413,Queens,40.70688,-73.90981,Entire home/apt,80,1,0.0,163
5999,Brooklyn,40.68971,-73.96695,Private room,199,1,0.45,365
22182,Brooklyn,40.69492,-73.94958000000003,Private room,50,3,0.0,25
30316,Brooklyn,40.63107,-74.0255,Private room,46,1,0.0,131
60,Manhattan,40.80164,-73.93921999999998,Entire home/apt,225,4,1.64,215
11375,Queens,40.76505,-73.90918,Private room,80,1,5.74,365
25724,Manhattan,40.72236,-73.97689,Entire home/apt,140,26,0.0,46
29867,Brooklyn,40.71814000000001,-73.95040999999998,Private room,109,1,0.0,304
9928,Bronx,40.88283,-73.89326,Private room,60,3,0.07,363
6496,Manhattan,40.76637,-73.98342,Private room,165,1,4.37,213
5840,Queens,40.75793,-73.90959000000002,Entire home/apt,58,30,0.15,134
29706,Queens,40.73681,-73.92024,Private room,80,2,2.0,188
14121,Queens,40.75807,-73.90977,Private room,60,1,3.29,19
12725,Brooklyn,40.66116,-73.96166,Entire home/apt,70,1,0.12,4
16396,Queens,40.69928,-73.90616,Private room,75,1,3.99,162
17939,Queens,40.74033,-73.89341999999998,Private room,33,30,0.18,269
3478,Manhattan,40.76559,-73.99221,Private room,110,2,1.33,80
17511,Manhattan,40.81205,-73.94309,Private room,32,30,0.0,236
23538,Manhattan,40.79852,-73.96091,Private room,60,30,0.0,317
26920,Brooklyn,40.66929,-73.89421,Private room,38,7,2.35,282
24532,Brooklyn,40.64659,-73.93058,Private room,110,2,2.54,354
5693,Manhattan,40.7874,-73.97381,Entire home/apt,600,10,0.06,36
21100,Brooklyn,40.68143,-73.94765,Entire home/apt,150,2,0.9,11
16533,Manhattan,40.79591,-73.96204,Private room,90,2,0.62,181
28761,Manhattan,40.7428,-73.9956,Entire home/apt,290,2,1.0,25
24795,Manhattan,40.74286,-73.99436,Entire home/apt,209,29,0.0,326
15020,Brooklyn,40.70429,-73.936,Private room,150,5,0.32,179
15247,Brooklyn,40.69004,-73.92993,Private room,89,1,5.1,11
18223,Brooklyn,40.69042,-73.96046,Private room,44,6,0.52,1
6778,Manhattan,40.76871,-73.95479,Entire home/apt,177,1,3.12,258
12515,Brooklyn,40.65653,-73.95786,Private room,55,1,5.02,24
20196,Queens,40.71047,-73.81562,Private room,350,4,0.11,90
11753,Manhattan,40.81358,-73.94296,Entire home/apt,177,3,2.67,199
26417,Manhattan,40.79097,-73.96885,Entire home/apt,500,4,1.36,256
23527,Manhattan,40.7988,-73.96096,Private room,60,30,0.0,342
21589,Manhattan,40.79844,-73.94048000000002,Entire home/apt,220,5,0.0,205
11785,Manhattan,40.80897,-73.95651,Entire home/apt,120,14,0.21,79
15643,Manhattan,40.74827,-73.98828,Entire home/apt,150,3,1.79,320
10093,Brooklyn,40.71365,-73.96231999999998,Private room,70,3,0.38,188
467,Brooklyn,40.68741,-73.95741,Private room,79,3,1.6,192
16447,Manhattan,40.87001,-73.92418,Entire home/apt,120,30,0.22,27
22660,Queens,40.76702,-73.90945,Private room,60,2,0.16,51
15024,Manhattan,40.71909,-73.99731,Private room,70,5,0.17,42
21016,Queens,40.7415,-73.89249000000002,Private room,60,1,0.0,87
22960,Manhattan,40.82865,-73.95069000000002,Private room,70,3,0.29,347
8565,Manhattan,40.73578,-73.98706,Private room,100,2,2.12,243
25447,Queens,40.70585,-73.80866999999998,Private room,50,1,4.53,358
17617,Manhattan,40.72918,-74.00482,Private room,209,1,3.09,247
5028,Manhattan,40.75691,-73.9984,Private room,99,2,0.69,28
4408,Brooklyn,40.68138,-73.9926,Private room,125,1,0.16,191
12411,Manhattan,40.80079,-73.95798,Entire home/apt,135,3,3.52,9
10861,Brooklyn,40.65552,-73.97493,Entire home/apt,98,1,4.13,127
4388,Brooklyn,40.67067,-73.95693,Private room,70,1,4.45,47
1259,Manhattan,40.76078,-73.99076,Entire home/apt,165,3,3.44,146
6766,Queens,40.76768,-73.90986,Private room,59,1,3.59,208
593,Manhattan,40.79951,-73.95257,Entire home/apt,130,2,0.42,41
15011,Brooklyn,40.67933,-73.94471999999998,Entire home/apt,63,30,0.26,281
29987,Queens,40.6984,-73.84921,Private room,50,1,0.0,308
22030,Queens,40.73998,-73.90113000000002,Private room,63,30,0.43,251
23268,Manhattan,40.72189,-73.9941,Entire home/apt,199,7,0.38,124
23166,Brooklyn,40.68612,-73.98013,Private room,99,1,2.63,149
1857,Brooklyn,40.7084,-73.92642,Private room,120,5,0.26,66
21934,Brooklyn,40.69054000000001,-73.92801,Entire home/apt,75,7,0.64,10
21903,Manhattan,40.73021,-74.00379000000002,Entire home/apt,305,30,0.0,1
19551,Manhattan,40.70438,-74.01708,Entire home/apt,263,30,0.12,327
1023,Manhattan,40.76257,-73.99303,Entire home/apt,249,3,0.42,38
2890,Brooklyn,40.69574,-73.93111,Entire home/apt,85,5,0.66,38
10003,Queens,40.76112,-73.92631,Entire home/apt,79,3,1.35,105
24762,Manhattan,40.80598,-73.94792,Entire home/apt,325,1,4.21,346
13112,Queens,40.7385,-73.79241,Private room,60,1,4.27,311
14955,Manhattan,40.76512,-73.98201,Entire home/apt,225,30,0.0,344
16292,Brooklyn,40.71189,-73.95355,Entire home/apt,200,2,2.8,102
28134,Brooklyn,40.71611,-73.95616,Entire home/apt,175,30,0.0,320
27970,Manhattan,40.76506,-73.98507,Entire home/apt,285,30,0.0,336
7802,Manhattan,40.76536,-73.98199,Entire home/apt,239,30,0.0,351
9362,Brooklyn,40.68446,-73.92998,Entire home/apt,85,1,3.25,59
1570,Brooklyn,40.68859000000001,-73.9729,Entire home/apt,130,9,0.04,329
12102,Brooklyn,40.67578,-73.95491,Entire home/apt,85,30,0.82,182
24241,Manhattan,40.72824,-74.00259,Entire home/apt,215,4,0.53,148
17214,Manhattan,40.83387000000001,-73.94163,Private room,81,1,1.34,38
4309,Brooklyn,40.68175,-73.9153,Entire home/apt,145,3,3.79,219
3566,Brooklyn,40.69349,-73.90726,Private room,50,4,0.06,79
24214,Staten Island,40.54857,-74.17628,Entire home/apt,83,30,0.9,316
13033,Queens,40.77037,-73.92416999999998,Shared room,60,3,2.26,248
25487,Manhattan,40.73679,-73.99592,Private room,425,1,1.52,359
27481,Queens,40.76153,-73.80726,Private room,55,1,0.0,62
27814,Brooklyn,40.68971,-73.92836,Private room,85,5,1.0,35
22903,Brooklyn,40.67317,-73.94104,Private room,80,2,2.68,78
20236,Brooklyn,40.63655,-73.91065,Entire home/apt,78,1,2.17,3
15949,Manhattan,40.74796,-73.98814,Entire home/apt,137,1,1.03,182
28846,Manhattan,40.77842,-73.95026,Entire home/apt,135,3,1.0,15
10654,Brooklyn,40.6998,-73.93781,Private room,63,3,0.68,160
