,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
8730,Queens,40.75929,-73.9173,Private room,45,10,1,0.02,1,0
24473,Brooklyn,40.72351,-73.94059,Private room,54,2,2,0.08,1,0
1634,Manhattan,40.80529,-73.96467,Entire home/apt,125,2,7,0.09,1,358
35505,Manhattan,40.82162,-73.94901999999999,Shared room,45,2,54,5.61,2,22
22872,Brooklyn,40.69364,-73.91499,Entire home/apt,149,1,30,1.13,1,284
15335,Brooklyn,40.67719,-73.98142,Private room,50,1,113,2.87,2,352
4799,Manhattan,40.791909999999994,-73.94433000000001,Entire home/apt,135,3,225,3.69,2,13
15516,Manhattan,40.76386,-73.99707,Entire home/apt,148,4,104,2.7,2,145
38258,Manhattan,40.72141,-73.98111,Entire home/apt,134,1,2,0.27,1,0
33069,Manhattan,40.86833,-73.92291,Entire home/apt,85,18,2,0.21,1,16
18862,Brooklyn,40.671240000000004,-73.98625,Entire home/apt,218,2,117,3.41,1,226
17680,Brooklyn,40.669140000000006,-73.9557,Private room,130,2,20,0.55,1,89
12700,Manhattan,40.736059999999995,-73.98241999999999,Entire home/apt,149,7,13,0.33,1,0
16708,Queens,40.7234,-73.85786999999999,Entire home/apt,50,20,2,0.08,1,0
44190,Queens,40.76962,-73.93146,Private room,55,1,15,6.0,1,17
34914,Brooklyn,40.580870000000004,-73.95974,Private room,45,1,1,1.0,1,39
29614,Queens,40.74439,-73.91372,Private room,60,1,3,0.17,1,0
42421,Brooklyn,40.69825,-73.93029,Private room,60,2,4,1.0,1,61
23543,Brooklyn,40.711220000000004,-73.93946,Entire home/apt,170,3,7,0.28,1,0
24300,Manhattan,40.7662,-73.9574,Entire home/apt,100,3,2,0.15,1,0
5501,Manhattan,40.8095,-73.95395,Private room,88,2,171,2.93,2,234
23393,Queens,40.69482,-73.82551,Private room,59,1,123,4.85,5,0
5255,Brooklyn,40.71283,-73.96714,Entire home/apt,175,25,4,0.07,1,0
33733,Manhattan,40.773590000000006,-73.94865,Entire home/apt,189,1,1,0.25,5,365
33267,Brooklyn,40.650529999999996,-73.97438000000001,Entire home/apt,225,7,1,0.11,1,168
36393,Brooklyn,40.69362,-73.95906,Private room,45,2,43,4.69,3,25
2059,Manhattan,40.78775,-73.98151999999999,Entire home/apt,200,6,22,0.28,2,354
5179,Manhattan,40.76215,-73.99036,Private room,125,3,133,2.25,1,9
37059,Brooklyn,40.69379,-73.94384000000001,Private room,68,2,15,1.76,3,365
14633,Manhattan,40.77505,-73.95357,Entire home/apt,150,1,3,0.1,1,0
4603,Manhattan,40.8365,-73.93688,Shared room,65,2,9,0.21,1,0
7483,Manhattan,40.857690000000005,-73.93374,Shared room,120,3,38,0.74,1,178
29800,Manhattan,40.76482,-73.97965,Private room,300,1,2,0.13,1,0
32087,Manhattan,40.77017,-73.95365,Entire home/apt,200,5,10,0.82,1,224
16465,Manhattan,40.71523,-74.0079,Entire home/apt,250,3,3,0.09,1,0
8021,Manhattan,40.71526,-73.9867,Entire home/apt,210,2,44,1.16,1,0
6402,Manhattan,40.81995,-73.94606999999999,Private room,70,3,122,2.19,2,243
14867,Brooklyn,40.657990000000005,-73.94924,Entire home/apt,98,4,15,0.49,2,341
41205,Manhattan,40.76364,-73.99506,Entire home/apt,90,3,4,0.9,1,0
42700,Manhattan,40.7394,-73.99868000000001,Entire home/apt,199,2,8,2.89,1,125
26737,Manhattan,40.80101,-73.9439,Entire home/apt,125,4,1,0.05,1,0
21422,Manhattan,40.727090000000004,-73.98612,Entire home/apt,125,30,2,0.08,1,0
34857,Manhattan,40.72159,-73.98959,Entire home/apt,197,5,1,0.14,1,12
41758,Brooklyn,40.681059999999995,-73.97304,Entire home/apt,150,4,1,0.41,1,63
15564,Brooklyn,40.71513,-73.94848,Private room,95,2,1,0.03,1,9
33853,Manhattan,40.73945,-73.98543000000001,Entire home/apt,225,2,12,1.07,1,5
20321,Brooklyn,40.73242,-73.9585,Entire home/apt,250,3,64,2.15,1,72
25183,Brooklyn,40.68185,-73.9306,Private room,65,1,87,3.75,2,254
30934,Manhattan,40.765159999999995,-73.95841,Private room,80,1,23,1.46,5,0
9907,Brooklyn,40.6851,-74.00228,Private room,70,7,2,0.17,1,32
356,Manhattan,40.74893,-73.99544,Entire home/apt,130,30,19,0.19,1,189
8766,Brooklyn,40.68972,-73.95629,Entire home/apt,60,5,5,0.1,1,0
40782,Manhattan,40.73315,-73.98688,Entire home/apt,167,5,13,2.75,1,91
145,Brooklyn,40.715959999999995,-73.93938,Entire home/apt,160,3,11,0.11,1,188
1013,Brooklyn,40.66924,-73.94406,Entire home/apt,160,5,125,1.47,3,169
27132,Brooklyn,40.67634,-74.00293,Private room,69,1,32,1.73,1,86
15408,Manhattan,40.72803,-73.98853000000001,Private room,80,1,32,0.85,1,0
37744,Brooklyn,40.577290000000005,-73.98728,Entire home/apt,101,5,2,0.26,1,323
11894,Bronx,40.866170000000004,-73.848,Private room,47,2,138,3.22,2,353
32343,Brooklyn,40.70691,-73.95104,Entire home/apt,95,4,3,0.24,1,0
42831,Manhattan,40.73261,-74.01043,Private room,120,2,12,3.91,1,35
45500,Manhattan,40.726,-73.97861,Private room,94,5,5,5.0,1,47
3052,Brooklyn,40.67749,-73.98031,Entire home/apt,179,2,15,0.22,1,0
27637,Brooklyn,40.71091,-73.95747,Private room,75,2,19,0.95,2,0
12661,Brooklyn,40.677620000000005,-73.95764,Private room,95,2,9,0.21,1,342
4932,Manhattan,40.73622,-74.00147,Shared room,110,1,47,0.81,1,362
18181,Manhattan,40.79068,-73.94944,Entire home/apt,115,2,8,0.23,1,0
33605,Queens,40.757090000000005,-73.9145,Private room,51,2,21,1.86,3,151
6071,Manhattan,40.72169,-73.98773,Entire home/apt,99,30,21,0.38,8,52
15986,Brooklyn,40.687090000000005,-73.91989000000001,Private room,165,1,2,0.09,4,342
40795,Brooklyn,40.70824,-73.94423,Private room,57,2,1,1.0,1,3
2501,Manhattan,40.78747,-73.95276,Private room,150,3,18,0.25,1,0
1446,Manhattan,40.73045,-73.98541,Entire home/apt,150,1,11,0.13,1,0
9946,Brooklyn,40.67763,-74.00108,Entire home/apt,99,59,17,0.49,1,58
45845,Brooklyn,40.678340000000006,-73.96598,Entire home/apt,175,2,8,5.45,1,3
25877,Manhattan,40.86306,-73.92896,Entire home/apt,175,2,38,1.69,1,244
16745,Brooklyn,40.62023,-73.99103000000001,Entire home/apt,73,1,65,3.49,1,3
15991,Manhattan,40.81301,-73.94955,Private room,120,2,44,1.18,1,96
10626,Manhattan,40.75849,-73.9907,Entire home/apt,200,2,1,0.02,1,161
25925,Brooklyn,40.70088,-73.91835999999999,Private room,50,3,22,0.98,2,0
39432,Brooklyn,40.66207,-73.99146999999999,Entire home/apt,150,2,17,2.67,2,244
40867,Queens,40.7679,-73.91764,Entire home/apt,75,5,2,0.41,1,0
38605,Brooklyn,40.70946,-73.96566999999999,Entire home/apt,140,3,7,1.42,1,3
14425,Queens,40.768209999999996,-73.9125,Private room,60,1,72,1.82,4,0
12609,Manhattan,40.77401,-73.99056,Entire home/apt,155,4,6,0.14,1,0
40776,Brooklyn,40.71788,-73.96398,Entire home/apt,175,3,2,0.53,1,5
20644,Brooklyn,40.687129999999996,-73.97222,Private room,55,7,2,0.06,1,0
25411,Manhattan,40.758790000000005,-73.98155,Entire home/apt,185,3,5,0.22,1,0
16398,Brooklyn,40.68444,-73.94821999999999,Entire home/apt,75,5,2,0.05,1,0
18548,Brooklyn,40.72976,-73.95189,Entire home/apt,150,2,154,4.5,1,271
21914,Brooklyn,40.68773,-73.97901999999999,Entire home/apt,240,2,15,0.62,1,66
24352,Manhattan,40.71253,-73.99586,Private room,50,7,3,0.12,1,0
22465,Manhattan,40.78463,-73.98303,Entire home/apt,119,30,1,0.04,8,310
12071,Brooklyn,40.69535,-73.9184,Private room,84,2,48,1.11,2,263
9589,Manhattan,40.717290000000006,-73.98442,Entire home/apt,189,5,21,0.47,1,239
39357,Brooklyn,40.6775,-73.9634,Entire home/apt,180,3,1,0.14,1,90
4106,Manhattan,40.780609999999996,-73.9498,Entire home/apt,100,10,4,0.06,1,0
24231,Brooklyn,40.67649,-73.96499,Private room,80,2,28,4.35,1,82
41962,Brooklyn,40.67561,-73.88072,Entire home/apt,106,1,33,7.56,2,15
6828,Manhattan,40.77669,-73.97695999999999,Entire home/apt,125,31,1,0.02,1,41
38925,Manhattan,40.76547,-73.98521,Private room,115,1,22,3.22,1,33
24426,Brooklyn,40.669579999999996,-73.92361,Private room,52,1,74,3.04,12,68
76,Manhattan,40.76865,-73.95058,Private room,200,1,142,1.5,1,322
18359,Manhattan,40.71097,-74.01397,Entire home/apt,180,1,36,1.05,1,0
14591,Manhattan,40.759209999999996,-73.97361,Private room,250,3,167,4.42,2,198
8876,Manhattan,40.75987,-73.99056,Private room,155,1,203,4.13,11,211
27426,Manhattan,40.864709999999995,-73.92421999999999,Private room,47,2,3,0.23,2,0
39173,Brooklyn,40.68737,-73.95798,Private room,48,15,5,0.7,11,364
43092,Brooklyn,40.716229999999996,-73.9601,Private room,85,2,5,2.38,1,86
10168,Bronx,40.88211,-73.83625,Shared room,45,1,1,0.37,13,318
36487,Brooklyn,40.70946,-73.94966,Entire home/apt,85,7,4,0.59,1,357
29799,Brooklyn,40.705420000000004,-73.9411,Private room,60,3,1,0.06,1,0
3929,Brooklyn,40.711240000000004,-73.9499,Private room,70,5,8,0.15,1,0
29649,Brooklyn,40.65892,-73.98385999999999,Private room,45,2,26,1.6,1,74
7569,Brooklyn,40.6918,-73.9729,Entire home/apt,130,7,83,1.59,1,67
44018,Bronx,40.85398,-73.88736999999999,Shared room,49,1,2,0.94,2,358
18344,Manhattan,40.74041,-73.98933000000001,Entire home/apt,180,3,16,0.47,1,0
8961,Brooklyn,40.65194,-73.95997,Entire home/apt,85,2,2,0.05,2,0
34054,Brooklyn,40.68872,-73.93183,Entire home/apt,130,3,1,0.09,1,17
40584,Manhattan,40.76263,-73.97664,Entire home/apt,299,3,3,0.56,1,38
20754,Manhattan,40.79528,-73.9478,Private room,75,1,91,2.95,1,188
35656,Manhattan,40.7984,-73.9427,Entire home/apt,115,14,1,0.12,1,0
3505,Manhattan,40.72477,-73.99323000000001,Entire home/apt,255,2,8,0.12,1,0
35159,Brooklyn,40.6491,-73.92532,Entire home/apt,75,3,12,1.21,1,167
41894,Brooklyn,40.71263,-73.9581,Entire home/apt,150,2,6,1.5,1,2
28393,Queens,40.76106,-73.9078,Entire home/apt,95,1,64,3.43,2,96
28670,Manhattan,40.748740000000005,-73.98495,Private room,199,1,9,0.48,3,0
18097,Brooklyn,40.73101,-73.9405,Entire home/apt,160,3,57,1.63,1,314
3647,Manhattan,40.71735,-73.99095,Private room,79,1,259,3.93,1,2
18425,Brooklyn,40.64562,-73.90961,Private room,75,1,10,0.29,1,162
13359,Brooklyn,40.70872,-73.95689,Private room,58,5,1,0.02,1,0
37456,Manhattan,40.83039,-73.94721,Entire home/apt,150,1,5,0.67,1,319
2985,Manhattan,40.76358,-73.95895,Entire home/apt,90,80,20,0.29,1,203
42486,Bronx,40.817240000000005,-73.88878000000001,Private room,60,3,2,0.68,4,335
28924,Manhattan,40.76565,-73.98708,Entire home/apt,225,1,41,2.2,1,11
40993,Brooklyn,40.715709999999994,-73.94722,Entire home/apt,175,3,1,0.2,1,0
21029,Brooklyn,40.68314,-73.92981,Private room,69,2,90,3.1,1,106
37527,Manhattan,40.72546,-73.98396,Entire home/apt,179,1,20,2.65,1,268
37479,Brooklyn,40.70717,-73.92126,Private room,50,4,3,0.42,1,40
39399,Manhattan,40.73989,-73.97984,Entire home/apt,150,7,1,0.28,2,71
29685,Manhattan,40.81236,-73.95204,Private room,69,1,4,0.29,11,365
45258,Manhattan,40.728770000000004,-73.98848000000001,Entire home/apt,200,1,13,7.96,1,69
12790,Manhattan,40.73558,-73.9852,Entire home/apt,150,30,1,0.04,96,282
43124,Brooklyn,40.69463,-73.94787,Private room,50,1,1,0.81,2,0
5151,Manhattan,40.7216,-73.99558,Private room,100,2,6,0.16,1,0
35508,Manhattan,40.80281,-73.94748,Entire home/apt,160,1,2,0.22,1,10
27723,Bronx,40.810390000000005,-73.92478,Private room,73,1,1,0.08,1,0
13504,Brooklyn,40.67418,-73.95958,Private room,60,1,4,0.09,1,0
35961,Brooklyn,40.67111,-73.87083,Entire home/apt,160,2,22,2.38,1,48
25531,Manhattan,40.75205,-73.98564,Entire home/apt,170,2,102,4.48,1,213
16865,Manhattan,40.75892,-73.99146,Entire home/apt,150,30,2,0.06,23,213
23740,Brooklyn,40.69019,-73.91384000000001,Private room,51,1,194,7.66,2,7
5831,Manhattan,40.78245,-73.98163000000001,Entire home/apt,120,6,5,0.09,1,0
6968,Manhattan,40.72954,-73.98337,Entire home/apt,120,1,8,0.18,1,0
25588,Brooklyn,40.6897,-73.93078,Private room,50,4,1,0.05,1,0
19528,Brooklyn,40.57505,-74.00161,Private room,95,1,76,2.44,2,163s
1296,Manhattan,40.80053,-73.96651,Entire home/apt,90,30,23,0.27,1,0
16022,Manhattan,40.83018,-73.9483,Private room,50,1,116,3.06,4,352
3913,Brooklyn,40.73169,-73.9554,Private room,109,2,107,1.64,1,269
44835,Queens,40.711040000000004,-73.90303,Private room,65,2,7,4.04,1,104
20223,Brooklyn,40.713409999999996,-73.94824,Private room,99,1,230,7.28,3,353
46044,Manhattan,40.75484,-73.9939,Entire home/apt,275,1,13,8.86,1,189
1820,Manhattan,40.77171,-73.95042,Private room,81,10,64,0.93,1,311
5090,Brooklyn,40.71952,-73.94844,Private room,125,5,1,0.03,2,0
41086,Manhattan,40.7436,-73.98165,Entire home/apt,276,3,12,2.42,1,277
42635,Queens,40.77134,-73.91328,Private room,52,1,5,1.6,2,188
8990,Brooklyn,40.69768,-73.93359,Private room,80,2,51,1.04,3,249
2103,Manhattan,40.7982,-73.96394000000001,Entire home/apt,100,1,129,1.76,1,281
26063,Manhattan,40.734759999999994,-74.00477,Entire home/apt,269,4,10,0.47,1,10
28037,Brooklyn,40.57962,-73.96535,Entire home/apt,119,1,19,1.02,2,135
10793,Manhattan,40.73637,-73.99746,Entire home/apt,150,2,16,0.37,1,0
40560,Queens,40.7576,-73.93222,Private room,55,1,25,5.03,2,34
2966,Brooklyn,40.66231,-73.95394,Private room,84,1,60,1.05,10,302
20670,Brooklyn,40.71048,-73.96292,Private room,74,29,17,0.55,1,0
16663,Manhattan,40.713359999999994,-73.98977,Private room,150,3,6,0.18,1,0
35683,Brooklyn,40.71392,-73.94034,Private room,274,3,3,0.31,1,0
44648,Brooklyn,40.687459999999994,-73.91254,Private room,49,3,1,0.75,1,158
325,Brooklyn,40.70516,-73.95455,Private room,120,14,76,0.76,6,343
45418,Manhattan,40.748290000000004,-73.98715,Private room,100,1,12,7.66,5,287
16012,Brooklyn,40.7029,-73.9296,Private room,75,3,5,0.14,1,0
36126,Queens,40.71378,-73.80796,Private room,50,1,13,1.46,1,0
35486,Brooklyn,40.67737,-73.94034,Entire home/apt,115,3,32,3.49,1,168
31243,Manhattan,40.74579,-73.9909,Private room,70,3,8,0.54,1,0
42822,Manhattan,40.79702,-73.96256,Entire home/apt,144,3,2,2.0,1,0
9072,Manhattan,40.775659999999995,-73.95335,Entire home/apt,118,30,4,0.09,29,258
38583,Queens,40.70844,-73.90905,Entire home/apt,120,3,16,2.32,2,60
6410,Queens,40.77272,-73.90756999999999,Private room,60,7,1,0.04,1,0
8888,Manhattan,40.74362,-73.98058,Entire home/apt,100,6,4,0.08,1,0
168,Brooklyn,40.6783,-74.00135,Entire home/apt,165,2,150,1.4,3,342
10503,Brooklyn,40.69003,-73.93085,Private room,79,1,284,6.09,7,67
18054,Brooklyn,40.70175,-73.91525,Private room,45,1,9,0.45,1,0
38233,Brooklyn,40.69107,-73.95597,Private room,50,1,13,1.74,7,264
40359,Manhattan,40.78047,-73.95152,Entire home/apt,110,1,3,0.51,1,5
4321,Brooklyn,40.6435,-73.96208,Entire home/apt,87,2,132,3.31,2,233
10012,Manhattan,40.75946,-73.99083,Private room,70,1,5,0.11,1,0
23852,Brooklyn,40.715759999999996,-73.96084,Entire home/apt,225,2,5,0.21,1,0
41047,Brooklyn,40.66938,-73.99164,Private room,95,1,4,0.93,2,59
41163,Queens,40.7385,-73.79145,Private room,55,1,32,7.5,5,28
46303,Manhattan,40.76645,-73.99101,Entire home/apt,200,1,2,2.0,1,81
33883,Manhattan,40.80527,-73.95106,Private room,90,4,20,1.82,3,283
9660,Manhattan,40.7777,-73.98796,Entire home/apt,150,1,1,0.02,1,0
19695,Brooklyn,40.67989,-73.94298,Private room,55,2,16,0.52,1,311
13914,Queens,40.75009,-73.87578,Private room,45,1,78,1.94,4,337
32608,Queens,40.755520000000004,-73.83012,Private room,65,2,7,0.53,3,341
41567,Manhattan,40.73957,-74.00241,Entire home/apt,195,2,4,0.99,1,0
5863,Manhattan,40.83048,-73.9437,Entire home/apt,310,1,64,1.32,2,7
40406,Bronx,40.83651,-73.92269,Entire home/apt,74,2,19,3.85,1,183
19392,Manhattan,40.82245,-73.95675,Private room,75,1,19,0.57,1,358
16985,Manhattan,40.81325,-73.95323,Private room,79,6,31,0.84,3,18
31958,Manhattan,40.70606,-74.0054,Entire home/apt,295,1,54,3.95,6,117
4677,Manhattan,40.80002,-73.95559,Private room,155,2,14,0.23,1,172
19885,Manhattan,40.74022,-74.00094,Entire home/apt,180,2,146,4.55,1,259
26330,Manhattan,40.74818,-73.98025,Entire home/apt,195,3,4,0.22,1,0
17415,Brooklyn,40.70173,-73.91504,Entire home/apt,89,3,14,0.39,1,0
14899,Manhattan,40.82325,-73.9478,Entire home/apt,100,1,7,0.18,1,0
10507,Brooklyn,40.69702,-73.93167,Private room,70,2,67,1.45,2,353
6925,Manhattan,40.720909999999996,-73.98475,Entire home/apt,300,3,57,1.12,1,168
5253,Brooklyn,40.712309999999995,-73.95313,Private room,105,1,372,6.23,2,59
18557,Brooklyn,40.699009999999994,-73.93649,Entire home/apt,175,20,11,0.32,3,0
18942,Queens,40.74651,-73.92283,Entire home/apt,54,3,29,0.93,2,0
3706,Queens,40.76437,-73.9195,Entire home/apt,65,4,2,0.03,1,0
29377,Brooklyn,40.65255,-73.9454,Private room,75,2,5,0.35,2,40
39317,Manhattan,40.756,-73.99804,Entire home/apt,165,5,10,1.47,1,31
40266,Manhattan,40.79132,-73.95083000000001,Private room,85,2,15,2.42,2,224
26431,Brooklyn,40.66154,-73.91386999999999,Private room,100,1,3,1.58,1,2
29470,Manhattan,40.73955,-73.99775,Entire home/apt,230,4,3,0.76,1,0
27970,Manhattan,40.73581,-73.98918,Entire home/apt,245,4,12,0.62,1,0
7819,Manhattan,40.87093,-73.91736999999999,Entire home/apt,175,3,6,0.13,1,0
2261,Queens,40.74361,-73.91662,Entire home/apt,150,30,9,0.12,2,365
30926,Brooklyn,40.69603,-73.92537,Entire home/apt,200,2,2,2.0,1,32
14552,Brooklyn,40.69165,-73.943,Private room,50,1,210,5.17,4,189
42124,Manhattan,40.80226,-73.95211,Entire home/apt,113,2,3,0.84,1,35
24515,Manhattan,40.72716,-73.98524,Entire home/apt,100,3,75,3.12,1,60
3053,Queens,40.73747,-73.9248,Entire home/apt,110,1,92,6.3,2,147
42284,Bronx,40.89393,-73.8581,Private room,50,2,14,3.59,2,132
5808,Brooklyn,40.7068,-73.93772,Entire home/apt,150,4,17,0.3,1,170
41068,Manhattan,40.71947,-73.99723,Private room,120,3,3,0.7,1,10
4016,Brooklyn,40.644259999999996,-73.99555,Private room,53,1,162,2.51,4,60
26465,Manhattan,40.76192,-73.9909,Entire home/apt,180,3,3,0.14,1,0
18648,Brooklyn,40.68112,-73.9302,Entire home/apt,120,3,59,1.73,1,57
10636,Manhattan,40.76641,-73.94561,Shared room,45,1,1,0.02,1,0
35461,Brooklyn,40.6814,-73.94975,Private room,85,2,15,1.45,1,257
14925,Queens,40.74156,-73.91866,Entire home/apt,110,3,6,0.16,1,0
22290,Bronx,40.82097,-73.92739,Entire home/apt,145,2,76,3.04,1,139
43486,Manhattan,40.75544,-73.96452,Entire home/apt,195,2,1,0.7,1,117
13388,Brooklyn,40.68399,-73.96191999999999,Entire home/apt,100,5,7,0.16,1,0
19179,Brooklyn,40.723420000000004,-73.94838,Private room,99,2,38,1.13,1,89
29212,Queens,40.754690000000004,-73.92822,Private room,99,1,23,1.25,2,93
45563,Manhattan,40.7554,-73.96474,Entire home/apt,200,30,1,1.0,14,289
23125,Brooklyn,40.71432,-73.95629,Entire home/apt,155,2,2,0.08,1,0
19829,Brooklyn,40.65739,-73.9806,Entire home/apt,159,2,32,0.99,1,0
14150,Queens,40.75055,-73.88365999999999,Private room,89,14,4,0.1,2,0
16182,Brooklyn,40.708059999999996,-73.94224,Private room,60,3,1,0.05,1,0
15406,Manhattan,40.797109999999996,-73.93647,Private room,60,3,27,0.69,1,0
22882,Brooklyn,40.68952,-73.94519,Entire home/apt,100,6,18,0.69,1,0
40766,Manhattan,40.77694,-73.94994,Entire home/apt,250,31,1,0.25,33,365
31994,Queens,40.72038,-73.86310999999999,Private room,99,1,55,3.92,1,4
9639,Queens,40.76778,-73.92201,Entire home/apt,120,1,3,0.06,1,0
24826,Brooklyn,40.70564,-73.92774,Private room,60,3,2,0.08,2,0
26537,Brooklyn,40.68242,-73.95754000000001,Private room,50,3,18,1.04,2,0
12487,Manhattan,40.72401,-73.98061,Private room,75,5,4,0.09,2,0
6833,Manhattan,40.73055,-74.0007,Entire home/apt,180,2,28,0.58,1,0
8165,Brooklyn,40.66066,-73.99257,Entire home/apt,100,10,5,0.1,1,0
13065,Queens,40.7484,-73.94604,Private room,90,2,59,1.37,4,33
27405,Queens,40.6776,-73.84716999999999,Private room,75,3,1,0.2,1,83
40489,Bronx,40.85387,-73.89384,Entire home/apt,247,2,15,3.17,3,322
17266,Manhattan,40.71967,-73.98506,Entire home/apt,150,3,47,1.33,1,39
25717,Manhattan,40.78998,-73.946,Entire home/apt,120,1,61,2.67,1,1
12682,Manhattan,40.75088,-73.96918000000001,Entire home/apt,199,4,1,0.02,1,0
1836,Manhattan,40.791059999999995,-73.95058,Shared room,45,2,107,1.5,1,313
48340,Bronx,40.81629,-73.90945,Entire home/apt,85,1,1,1.0,1,14
27207,Queens,40.680209999999995,-73.74167,Entire home/apt,110,1,45,2.24,1,170
23178,Manhattan,40.85391,-73.93649,Private room,50,3,18,1.78,1,298
39682,Queens,40.745,-73.85927,Entire home/apt,99,1,64,9.5,1,329
11111,Brooklyn,40.695890000000006,-73.96261,Private room,55,3,16,0.37,1,0
17596,Brooklyn,40.68014,-73.94513,Private room,45,1,1,0.03,1,0
31167,Manhattan,40.82484,-73.93913,Private room,55,1,7,0.55,2,157
44294,Manhattan,40.72555,-73.98499,Entire home/apt,300,4,1,0.59,1,0
21330,Queens,40.69637,-73.81034,Private room,47,3,29,1.02,2,126
10646,Brooklyn,40.69262,-73.97245,Entire home/apt,175,3,2,0.04,1,0
26033,Manhattan,40.856629999999996,-73.93564,Private room,50,4,22,1.46,1,42
30126,Manhattan,40.77603,-73.95573,Private room,99,3,35,2.22,1,162
36396,Brooklyn,40.6185,-74.00679000000001,Private room,150,7,5,0.79,1,149
2565,Brooklyn,40.712759999999996,-73.95022,Entire home/apt,95,25,11,0.15,1,168
1358,Manhattan,40.8347,-73.94856999999999,Private room,60,30,36,0.44,1,365
8322,Queens,40.72391,-73.84407,Entire home/apt,168,3,133,2.64,2,336
3459,Manhattan,40.73033,-73.98742,Private room,100,5,2,0.06,1,0
12266,Manhattan,40.79351,-73.93388,Entire home/apt,99,5,13,0.3,1,127
9951,Queens,40.7655,-73.92169,Entire home/apt,150,3,21,0.46,2,349
37003,Manhattan,40.71904,-74.00856999999999,Private room,149,1,32,3.86,2,317
20731,Brooklyn,40.72282,-73.94174,Entire home/apt,179,30,32,1.18,2,326
31269,Manhattan,40.7671,-73.98744,Entire home/apt,225,1,11,0.73,1,1
22380,Brooklyn,40.68761,-73.94953000000001,Private room,45,1,20,0.74,2,10
22417,Queens,40.766009999999994,-73.91841,Private room,49,5,2,0.08,1,179
27669,Brooklyn,40.618179999999995,-74.03464,Entire home/apt,150,4,1,0.05,1,0
681,Brooklyn,40.737140000000004,-73.95296,Private room,299,3,6,0.1,28,60
21200,Brooklyn,40.6808,-73.93753000000001,Entire home/apt,110,30,9,0.34,3,319
2685,Manhattan,40.73556,-74.00903000000001,Entire home/apt,270,1,4,0.06,1,0
1254,Manhattan,40.79358,-73.97043000000001,Entire home/apt,102,3,36,0.5,1,21
34915,Queens,40.69576,-73.78867,Entire home/apt,54,2,45,4.18,1,12
32184,Manhattan,40.79372,-73.93552,Entire home/apt,150,1,18,1.32,3,355
11697,Manhattan,40.73001,-74.00369,Entire home/apt,195,3,5,0.14,1,0
22571,Brooklyn,40.63602,-73.93105,Private room,50,30,32,1.29,4,64
1398,Manhattan,40.74285,-73.97986,Entire home/apt,50,30,8,0.11,1,91
32775,Manhattan,40.71826,-73.99079,Entire home/apt,230,5,6,0.47,1,0
8802,Manhattan,40.74642,-73.98516,Entire home/apt,220,3,108,2.17,1,24
