,Bronx,latitude,longitude,room_type,price,minimum_nights,reviews_per_month,availability_365
10611,Brooklyn,40.71239,-73.98626,Shared room,32,14,0,342
10937,Brooklyn,40.6392,-73.94732,Private room,32,30,0.04,124
10943,Brooklyn,40.73661,-73.92514,Private room,32,5,1.61,266
12412,Brooklyn,40.61359,-73.95983,Shared room,32,1,0.32,21
12614,Brooklyn,40.61391,-73.95798,Shared room,32,7,0.09,343
12615,Brooklyn,40.61249,-73.96018,Shared room,32,7,0.09,320
13328,Manhattan,40.59669,-74.08645,Private room,32,4,2.09,333
13837,Manhattan,40.7111,-73.98865,Shared room,32,14,0.25,341
14263,Manhattan,40.59746,-74.08406,Private room,32,4,1.33,315
14362,Manhattan,40.6929,-73.91681,Private room,32,3,1.62,90
14961,Manhattan,40.69476,-73.90545,Shared room,32,30,0.17,365
15216,Manhattan,40.66313,-73.92684,Private room,32,30,0,322
15313,Manhattan,40.81309,-73.95336,Private room,32,4,2.53,38
15467,Manhattan,40.7682,-73.92852,Shared room,32,2,1.64,16
15750,Manhattan,40.71117,-73.98727,Shared room,32,14,0,341
16595,Manhattan,40.71158,-73.98888,Shared room,32,14,0.76,341
17003,Manhattan,40.59644,-74.08279,Private room,32,4,0.73,340
17089,Manhattan,40.64254,-73.99759,Private room,32,29,0.17,1
17511,Manhattan,40.81205,-73.94309,Private room,32,30,0,236
17793,Manhattan,40.74445,-73.90581,Private room,32,2,1.28,365
18903,Manhattan,40.61241,-73.95939,Shared room,32,7,0,21
19463,Manhattan,40.65925,-73.89396,Private room,32,2,5.62,27
20052,Manhattan,40.73902,-73.87702,Private room,32,29,0.21,35
20319,Manhattan,40.77971,-73.77857,Shared room,32,2,0.95,169
20733,Manhattan,40.67937,-73.91108,Shared room,32,1,2.13,87
20843,Manhattan,40.69071,-73.94478,Private room,32,3,0,48
21683,Manhattan,40.58889,-73.94797,Private room,32,1,6.67,83
21745,Manhattan,40.76212,-73.71928,Shared room,32,3,0.14,88
21784,Manhattan,40.71046,-73.98839,Shared room,32,14,0.18,341
22133,Manhattan,40.7434,-73.89908,Private room,32,30,0.32,38
22677,Manhattan,40.6919,-73.90626,Shared room,32,30,0,342
22680,Manhattan,40.69101,-73.9066,Shared room,32,30,0,330
22709,Manhattan,40.69078,-73.90504,Shared room,32,30,0,365
22711,Manhattan,40.6915,-73.90623,Shared room,32,30,0,355
22917,Manhattan,40.71112,-73.98691,Shared room,32,14,0,342
23494,Manhattan,40.74001,-73.87629,Private room,32,29,0.3,31
25138,Manhattan,40.85487,-73.92759,Private room,32,2,8.48,280
25275,Manhattan,40.68528,-73.97285,Shared room,32,2,1.78,31
26233,Queens,40.65144,-73.94489,Private room,32,7,0,126
26715,Queens,40.7712,-73.78189,Private room,32,2,5.68,302
27389,Queens,40.76108,-73.80736,Private room,32,1,1.76,285
28864,Queens,40.69483,-73.94059,Shared room,32,30,0,324
29070,Queens,40.69258,-73.91168,Shared room,32,30,0,330
2457,Brooklyn,40.64605,-73.89382,Private room,33,5,1.25,295
3099,Brooklyn,40.69545,-73.91967,Private room,33,2,3.62,16
3531,Brooklyn,40.69634,-73.9441,Private room,33,1,0.87,255
4470,Brooklyn,40.66809,-73.93373,Private room,33,28,0.37,282
5708,Brooklyn,40.63574,-74.00329,Shared room,33,1,1.53,365
6266,Brooklyn,40.85311,-73.90861,Private room,33,2,2.27,282
7443,Brooklyn,40.67327,-73.8872,Private room,33,1,4.08,231
7930,Brooklyn,40.68042,-73.91811,Private room,33,13,0.2,297
8156,Brooklyn,40.73748,-73.92894,Private room,33,7,0.18,337
8580,Brooklyn,40.80842,-73.93136,Private room,33,2,1.75,145
9447,Brooklyn,40.67539,-73.89039,Private room,33,3,2.92,323
9786,Brooklyn,40.8337,-73.9458,Private room,33,10,0.16,44
9936,Brooklyn,40.69015,-73.8297,Private room,33,1,0.77,86
10190,Brooklyn,40.66011,-73.93202,Private room,33,2,3.69,277
10364,Brooklyn,40.59703,-74.08676,Private room,33,4,0.83,322
10578,Brooklyn,40.76432,-73.87227,Private room,33,1,10.64,139
10865,Brooklyn,40.68979,-73.82974,Private room,33,1,0.53,361
10898,Brooklyn,40.69228,-73.91399,Private room,33,2,3.1,308
11851,Brooklyn,40.86718,-73.86235,Private room,33,1,0,179
12271,Brooklyn,40.65067,-73.96062,Private room,33,2,3.17,15
12862,Brooklyn,40.64478,-74.07897,Private room,33,4,2.78,197
12911,Brooklyn,40.60618,-74.08712,Private room,33,3,1.3,356
12975,Manhattan,40.66225,-73.95894,Private room,33,10,0.13,63
13423,Manhattan,40.65286,-73.93371,Private room,33,30,1,245
13779,Manhattan,40.68501,-73.79162,Private room,33,1,0.35,139
14776,Manhattan,40.67471,-73.88905,Private room,33,3,3.19,305
14900,Manhattan,40.60554,-74.01044,Private room,33,6,1.53,32
14993,Manhattan,40.66452,-73.9337,Private room,33,30,0.1,354
14994,Manhattan,40.70117,-73.90666,Shared room,33,30,0.05,7
16523,Manhattan,40.59761,-74.08347,Private room,33,4,0.41,285
16814,Manhattan,40.59679,-74.08444,Private room,33,4,1.2,316
17122,Manhattan,40.87579,-73.86532,Private room,33,3,0.09,365
17343,Manhattan,40.87077,-73.8817,Shared room,33,2,0.71,6
17939,Manhattan,40.74033,-73.89342,Private room,33,30,0.18,269
18098,Manhattan,40.69103,-73.93933,Shared room,33,1,2.78,85
18269,Manhattan,40.81657,-73.94262,Private room,33,30,0.46,189
18986,Manhattan,40.74146,-73.89341,Private room,33,30,0.21,246
20454,Manhattan,40.70254,-73.92471,Private room,33,1,0.96,64
21611,Manhattan,40.73885,-73.87553,Private room,33,29,0.71,1
22366,Manhattan,40.73668,-73.92427,Private room,33,30,0,244
22498,Manhattan,40.74031,-73.89213,Private room,33,30,0.7,236
23005,Manhattan,40.64445,-73.94943,Entire home/apt,33,1,4.75,19
23982,Manhattan,40.64941,-73.93451,Private room,33,1,3.09,37
24223,Manhattan,40.74063,-73.87732,Private room,33,29,1,34
24525,Manhattan,40.75984,-73.88228,Private room,33,1,6.46,208
24581,Manhattan,40.86423,-73.92348,Private room,33,29,0.79,32
24673,Manhattan,40.681,-73.79592,Private room,33,1,0.74,189
24694,Manhattan,40.69835,-73.93258,Private room,33,2,0.75,188
24735,Manhattan,40.69387,-73.91826,Private room,33,30,0,54
25416,Manhattan,40.88491,-73.85484,Private room,33,1,0,116
25757,Manhattan,40.71692,-73.83439,Shared room,33,4,0,334
25870,Manhattan,40.7387,-73.8771,Private room,33,30,0,31
26412,Queens,40.67648,-73.93881,Private room,33,30,0,45
27455,Queens,40.74637,-73.89933,Private room,33,28,0,41
30044,Queens,40.65694,-73.95374,Private room,33,7,0,159
30197,Queens,40.86263,-73.89088,Private room,33,2,0,84
599,Bronx,40.68812,-73.93254,Private room,34,10,0.19,216
3388,Brooklyn,40.68599,-73.95182,Private room,34,6,1.35,92
4409,Brooklyn,40.74602,-73.87338,Private room,34,1,2.37,175
5430,Brooklyn,40.6724,-73.88118,Private room,34,20,0.59,192
6431,Brooklyn,40.67106,-73.74833,Private room,34,2,1.72,282
6574,Brooklyn,40.6869,-73.95496,Private room,34,5,0.77,7
6729,Brooklyn,40.88165,-73.85625,Private room,34,5,0.4,313
7329,Brooklyn,40.62361,-73.93423,Private room,34,1,0.17,349
7616,Brooklyn,40.63052,-73.92181,Private room,34,2,3.1,78
7746,Brooklyn,40.74561,-73.87344,Private room,34,1,2.35,164
9194,Brooklyn,40.69848,-73.89569,Private room,34,30,0.41,365
10348,Brooklyn,40.59784,-74.08391,Private room,34,4,1.69,316
10352,Brooklyn,40.62876,-73.92203,Private room,34,2,3.14,70
10360,Brooklyn,40.59679,-74.083,Private room,34,4,1.39,347
10386,Brooklyn,40.63267,-74.08369,Private room,34,3,0.78,159
10893,Brooklyn,40.65071,-73.94508,Private room,34,30,0.2,280
11027,Brooklyn,40.85615,-73.90077,Private room,34,3,0.79,126
12646,Brooklyn,40.70163,-73.92225,Shared room,34,2,3.42,192
12717,Brooklyn,40.63144,-74.07913,Private room,34,1,0.65,78
12909,Brooklyn,40.60609,-74.0888,Private room,34,4,1.03,293
13023,Manhattan,40.70252,-73.91447,Private room,34,3,0.35,71
13301,Manhattan,40.69349,-73.91173,Shared room,34,30,0.11,365
13317,Manhattan,40.69006,-73.86917,Entire home/apt,34,2,4.07,247
15170,Manhattan,40.69455,-73.93445,Private room,34,4,2.36,5
15694,Manhattan,40.86918,-73.8905,Private room,34,1,0.12,5
15709,Manhattan,40.69907,-73.85161,Shared room,34,1,2.66,348
15943,Manhattan,40.89873,-73.86449,Private room,34,1,8.24,5
17504,Manhattan,40.79322,-73.94038,Private room,34,30,0.26,207
17803,Manhattan,40.735,-73.92038,Private room,34,30,0.18,251
19135,Manhattan,40.59623,-74.0839,Private room,34,4,0.85,290
19297,Manhattan,40.67324,-73.7957,Shared room,34,5,0.23,365
19434,Manhattan,40.66568,-73.95386,Private room,34,1,6.84,1
20930,Manhattan,40.67098,-73.79657,Shared room,34,4,0,365
21206,Manhattan,40.6359,-73.97105,Private room,34,2,3.16,204
21782,Manhattan,40.74439,-73.87988,Private room,34,30,1,273
22072,Manhattan,40.82071,-73.95359,Shared room,34,1,2.33,4
22316,Manhattan,40.72942,-73.86551,Shared room,34,1,1.86,51
23044,Manhattan,40.67646,-73.90579,Private room,34,4,1.33,58
23471,Manhattan,40.70048,-73.91229,Private room,34,30,0,196
25552,Manhattan,40.76303,-73.88039,Shared room,34,1,0.7,123
25894,Manhattan,40.81153,-73.96112,Shared room,34,5,0,14
25909,Manhattan,40.6794,-73.94996,Private room,34,30,0,40
25942,Manhattan,40.70913,-73.89486,Private room,34,30,0,324
25944,Manhattan,40.7081,-73.89507,Private room,34,30,0,278
25946,Manhattan,40.70722,-73.89614,Private room,34,30,0.68,281
25949,Manhattan,40.70775,-73.89472,Private room,34,30,0,201
25986,Manhattan,40.7093,-73.8954,Private room,34,30,0,252
25987,Manhattan,40.70893,-73.89636,Private room,34,30,0,243
25989,Manhattan,40.70897,-73.89663,Private room,34,30,0,335
25991,Manhattan,40.70762,-73.89526,Private room,34,30,0,317
25992,Manhattan,40.70862,-73.89536,Private room,34,30,0,314
25993,Manhattan,40.70876,-73.89704,Private room,34,30,0,322
25996,Manhattan,40.70769,-73.89641,Private room,34,30,1,325
25997,Manhattan,40.70885,-73.89634,Private room,34,30,0,136
25998,Manhattan,40.70937,-73.89702,Private room,34,30,0,192
26001,Manhattan,40.70807,-73.89483,Private room,34,30,0,322
27178,Queens,40.79466,-73.94032,Private room,34,30,0,216
27999,Queens,40.83894,-73.91158,Private room,34,2,0,9
28726,Queens,40.83833,-73.94539,Private room,34,1,2,278
29079,Queens,40.69485,-73.94005,Shared room,34,30,0,341
29918,Queens,40.66992,-73.74518,Private room,34,1,3,70
30162,Queens,40.65933,-73.73993,Private room,34,1,0,89
887,Bronx,40.8687,-73.8524,Private room,35,7,0.17,90
1035,Brooklyn,40.68375,-73.87065,Private room,35,28,1.05,326
1123,Brooklyn,40.67635,-73.89124,Private room,35,3,0.16,2
1508,Brooklyn,40.68713,-73.93659,Private room,35,5,0.91,244
1701,Brooklyn,40.736,-73.92425,Private room,35,5,1.76,250
1774,Brooklyn,40.63641,-73.96712,Private room,35,30,0,317
2027,Brooklyn,40.72638,-73.85852,Private room,35,4,1.07,5
2111,Brooklyn,40.72887,-73.95163,Private room,35,30,0.07,97
2189,Brooklyn,40.59684,-73.79449,Private room,35,2,3.28,88
2389,Brooklyn,40.67138,-73.96058,Private room,35,30,0.15,318
3005,Brooklyn,40.73726,-73.89792,Private room,35,30,1,364
3825,Brooklyn,40.68724,-73.94218,Private room,35,2,0.81,11
4267,Brooklyn,40.79584,-73.96381,Shared room,35,2,2.48,66
5012,Brooklyn,40.68403,-73.93641,Private room,35,1,3.2,162
5055,Brooklyn,40.68497,-73.93669,Private room,35,1,3.45,153
5379,Brooklyn,40.64924,-73.96714,Private room,35,4,0.06,157
5744,Brooklyn,40.75818,-73.92679,Private room,35,2,4,24
5757,Brooklyn,40.70993,-73.987,Shared room,35,14,0.25,201
5764,Brooklyn,40.78223,-73.80724,Private room,35,7,0,365
6093,Brooklyn,40.64985,-74.00207,Private room,35,6,0.57,160
6218,Brooklyn,40.59852,-73.95481,Shared room,35,1,2.55,351
6479,Brooklyn,40.8398,-73.9385,Shared room,35,1,0.63,55
6791,Brooklyn,40.59878,-73.95425,Shared room,35,1,2.45,352
6924,Brooklyn,40.6458,-73.92384,Private room,35,7,0.39,326
6925,Brooklyn,40.64604,-73.92511,Private room,35,3,0.47,272
7003,Brooklyn,40.6824,-73.98824,Private room,35,2,2.7,27
7036,Brooklyn,40.62259,-73.96107,Private room,35,3,4.1,49
7230,Brooklyn,40.60077,-74.07788,Private room,35,4,2.1,320
7319,Brooklyn,40.86553,-73.83993,Private room,35,1,1.81,11
7344,Brooklyn,40.70985,-73.98724,Shared room,35,14,0.08,320
7467,Brooklyn,40.86679,-73.92552,Private room,35,3,0.24,31
7598,Brooklyn,40.8787,-73.90098,Private room,35,30,0.49,155
7679,Brooklyn,40.66898,-73.94209,Private room,35,3,4.09,272
7799,Brooklyn,40.67298,-73.95561,Private room,35,7,0.03,157
7897,Brooklyn,40.63456,-74.02483,Private room,35,1,0.84,337
8057,Brooklyn,40.66097,-73.95155,Private room,35,3,0.31,176
8072,Brooklyn,40.71187,-73.98878,Shared room,35,14,0,318
8376,Brooklyn,40.74989,-73.87829,Shared room,35,1,3.18,340
8434,Brooklyn,40.67378,-73.88846,Private room,35,30,2.29,326
8497,Brooklyn,40.7662,-73.82854,Private room,35,1,1.78,339
8850,Brooklyn,40.70183,-73.91146,Private room,35,7,0.47,247
9104,Brooklyn,40.74684,-73.89252,Shared room,35,30,0.05,280
9235,Brooklyn,40.76333,-73.82879,Private room,35,1,1.72,342
9716,Brooklyn,40.57608,-73.9614,Shared room,35,1,1.01,343
10005,Brooklyn,40.86663,-73.84139,Private room,35,1,4.66,34
10173,Brooklyn,40.68224,-73.90739,Private room,35,2,3.26,349
10183,Brooklyn,40.68315,-73.90908,Private room,35,2,1.41,325
10298,Brooklyn,40.69994,-73.93224,Private room,35,1,4.63,169
10366,Brooklyn,40.59587,-74.08614,Private room,35,4,0.34,323
10779,Brooklyn,40.61336,-73.9857,Private room,35,3,0.38,79
10816,Brooklyn,40.72755,-73.86199,Private room,35,1,4.33,294
10932,Brooklyn,40.68668,-73.87565,Private room,35,28,0.19,326
11046,Brooklyn,40.86686,-73.84207,Private room,35,1,0.61,3
11188,Brooklyn,40.59745,-73.76032,Private room,35,1,2.12,124
11190,Brooklyn,40.59692,-73.7602,Private room,35,1,1.52,124
11204,Brooklyn,40.73889,-73.87713,Private room,35,30,0,33
11268,Brooklyn,40.85321,-73.93596,Shared room,35,1,0.95,33
11544,Brooklyn,40.65377,-73.73087,Private room,35,15,1.4,311
11613,Brooklyn,40.75541,-73.9335,Private room,35,1,3.31,273
11716,Brooklyn,40.69845,-73.8958,Private room,35,30,0.27,294
11842,Brooklyn,40.8236,-73.94412,Private room,35,30,0.28,78
12327,Brooklyn,40.68696,-73.87564,Private room,35,28,0.29,312
12416,Brooklyn,40.69439,-73.92008,Private room,35,25,0.13,36
12524,Brooklyn,40.6719,-73.93475,Private room,35,7,0.25,36
12773,Brooklyn,40.84932,-73.85883,Private room,35,3,0.17,76
12795,Brooklyn,40.68787,-73.91305,Private room,35,2,0.66,16
12910,Brooklyn,40.60613,-74.08907,Private room,35,4,0.84,346
12967,Manhattan,40.68507,-73.91329,Private room,35,2,0.21,311
13063,Manhattan,40.85527,-73.86719,Private room,35,1,0.96,284
13332,Manhattan,40.65286,-73.93209,Private room,35,30,0.16,342
13334,Manhattan,40.70414,-73.74418,Private room,35,4,0,363
13386,Manhattan,40.65312,-73.93413,Private room,35,30,0.22,263
13411,Manhattan,40.88698,-73.86049,Private room,35,2,1.55,156
13430,Manhattan,40.59736,-73.80029,Private room,35,1,2.73,348
13469,Manhattan,40.70631,-73.91922,Private room,35,7,0.09,364
13586,Manhattan,40.83497,-73.9189,Private room,35,7,1.68,50
13633,Manhattan,40.76462,-73.9319,Private room,35,1,1.37,95
13885,Manhattan,40.75433,-73.7688,Private room,35,1,4.3,318
13956,Manhattan,40.85632,-73.88631,Private room,35,3,0.38,357
13960,Manhattan,40.69241,-73.90545,Shared room,35,30,0,312
14002,Manhattan,40.67048,-73.77259,Private room,35,1,3.2,52
14115,Manhattan,40.7167,-73.73473,Private room,35,3,0.61,38
14188,Manhattan,40.70067,-73.92752,Private room,35,2,1.89,29
14217,Manhattan,40.66376,-73.94643,Private room,35,1,2.42,52
14320,Manhattan,40.8556,-73.93245,Private room,35,4,3.61,2
14484,Manhattan,40.72317,-73.94635,Shared room,35,3,0.78,301
14486,Manhattan,40.72477,-73.94465,Shared room,35,2,0.81,274
14517,Manhattan,40.83067,-73.88024,Private room,35,1,0.7,1
14663,Manhattan,40.68932,-73.82047,Private room,35,1,3,359
14721,Manhattan,40.71172,-73.98665,Shared room,35,14,0.25,322
14813,Manhattan,40.61224,-73.98563,Private room,35,3,0.05,61
14922,Manhattan,40.66571,-73.9338,Private room,35,30,0.28,292
14985,Manhattan,40.69676,-73.93959,Shared room,35,30,0.22,327
15134,Manhattan,40.69967,-73.92096,Private room,35,1,0.44,76
15201,Manhattan,40.67757,-73.97023,Private room,35,1,11.17,19
15228,Manhattan,40.64976,-74.00165,Private room,35,1,1.5,35
15257,Manhattan,40.66254,-73.88896,Private room,35,3,1.02,79
15279,Manhattan,40.73641,-73.92738,Private room,35,4,2.2,304
15300,Manhattan,40.8168,-73.95413,Private room,35,1,0,89
15315,Manhattan,40.67439,-73.95286,Private room,35,10,0.29,350
15410,Manhattan,40.69251,-73.9301,Private room,35,1,0.46,59
15509,Manhattan,40.58012,-73.95896,Private room,35,1,4.67,187
15534,Manhattan,40.58198,-73.9577,Private room,35,1,3.83,186
15561,Manhattan,40.69946,-73.89079,Private room,35,1,5.31,256
15687,Manhattan,40.70987,-73.98689,Shared room,35,14,0,322
15728,Manhattan,40.85265,-73.93247,Private room,35,20,0.11,267
15925,Manhattan,40.73726,-73.8632,Private room,35,1,4.82,75
16063,Manhattan,40.72104,-73.93985,Shared room,35,30,0.19,365
16074,Manhattan,40.67825,-73.94748,Private room,35,1,2.83,28
16172,Manhattan,40.66685,-73.93828,Private room,35,2,1.68,79
16270,Manhattan,40.86286,-73.9024,Private room,35,2,1.56,365
16599,Manhattan,40.59757,-74.08434,Private room,35,4,0.77,338
16608,Manhattan,40.71098,-73.98696,Shared room,35,14,0,321
16671,Manhattan,40.76003,-73.94111,Shared room,35,5,0.78,90
16716,Manhattan,40.68593,-73.87793,Private room,35,28,0.63,312
17134,Manhattan,40.80321,-73.96463,Private room,35,1,4.76,22
17265,Manhattan,40.81668,-73.89988,Private room,35,1,2.82,75
17473,Manhattan,40.84346,-73.91151,Private room,35,1,3.84,168
17555,Manhattan,40.75854,-73.98988,Private room,35,3,7.77,68
17658,Manhattan,40.63554,-74.02421,Private room,35,28,0.55,264
17761,Manhattan,40.71997,-73.94021,Shared room,35,30,0,343
17762,Manhattan,40.72157,-73.94002,Shared room,35,30,0.09,364
17781,Manhattan,40.70057,-73.91414,Private room,35,3,0,3
17906,Manhattan,40.64617,-73.92397,Private room,35,3,0.57,319
17985,Manhattan,40.72959,-73.89381,Private room,35,30,0,179
18112,Manhattan,40.69396,-73.95578,Shared room,35,1,1.34,346
18376,Manhattan,40.7111,-73.98689,Shared room,35,14,0.15,322
18409,Manhattan,40.74353,-73.90443,Private room,35,29,0,30
18422,Manhattan,40.69817,-73.93776,Private room,35,2,1.88,1
18656,Manhattan,40.81822,-73.90812,Private room,35,5,0.77,179
18762,Manhattan,40.7423,-73.89426,Private room,35,30,0.58,5
18795,Manhattan,40.69383,-73.92068,Private room,35,2,4.08,15
18924,Manhattan,40.60059,-73.98818,Shared room,35,3,0.32,50
19087,Manhattan,40.76019,-73.88405,Private room,35,1,8.87,344
19251,Manhattan,40.70466,-73.92553,Private room,35,30,0.12,4
19286,Manhattan,40.63621,-73.95252,Private room,35,3,1.62,59
19320,Manhattan,40.68696,-73.94391,Private room,35,1,2.58,338
19493,Manhattan,40.81161,-73.90513,Private room,35,1,2.38,150
19765,Manhattan,40.74909,-73.90915,Private room,35,2,2.23,16
19784,Manhattan,40.71987,-73.79816,Private room,35,2,3.35,233
19799,Manhattan,40.74951,-73.89378,Private room,35,30,0.56,32
19941,Manhattan,40.83413,-73.91669,Private room,35,1,3.88,70
20053,Manhattan,40.68806,-73.77573,Private room,35,1,3.25,143
20083,Manhattan,40.63522,-74.00596,Shared room,35,1,0,352
20089,Manhattan,40.66234,-73.94661,Private room,35,2,0.11,364
20092,Manhattan,40.59972,-74.07701,Private room,35,1,2,360
20093,Manhattan,40.59934,-74.07836,Private room,35,1,4.89,177
20179,Manhattan,40.70002,-73.89364,Private room,35,7,0.11,365
20388,Manhattan,40.77945,-73.82029,Private room,35,1,3.87,86
20445,Manhattan,40.69905,-73.91874,Private room,35,1,0.57,1
20528,Manhattan,40.67768,-73.94244,Private room,35,5,0.16,69
20549,Manhattan,40.67956,-73.91135,Shared room,35,1,1.52,89
20717,Manhattan,40.69807,-73.91494,Private room,35,7,0.13,89
20737,Manhattan,40.69976,-73.91202,Private room,35,30,0,43
20802,Manhattan,40.65234,-73.95145,Private room,35,28,1.09,55
21022,Manhattan,40.71988,-73.83922,Shared room,35,3,3.13,236
21140,Manhattan,40.69276,-73.91465,Private room,35,30,3.94,316
21221,Manhattan,40.85359,-73.92982,Private room,35,1,4.25,4
21360,Manhattan,40.65129,-73.92696,Private room,35,1,1.32,83
21473,Manhattan,40.68739,-73.76598,Entire home/apt,35,1,8.44,8
21556,Manhattan,40.74848,-73.89149,Shared room,35,2,0.16,310
21610,Manhattan,40.73925,-73.87745,Private room,35,29,0.38,1
21669,Manhattan,40.67797,-73.90924,Shared room,35,1,1.51,89
21707,Manhattan,40.69118,-73.9083,Private room,35,2,4.95,112
21771,Manhattan,40.86698,-73.85178,Private room,35,2,3.35,252
21783,Manhattan,40.71147,-73.98714,Shared room,35,14,0.16,320
21785,Manhattan,40.71025,-73.98703,Shared room,35,14,0,322
21787,Manhattan,40.70981,-73.98702,Shared room,35,14,1.31,322
22001,Manhattan,40.69456,-73.90714,Private room,35,2,1.07,35
22045,Manhattan,40.68561,-73.93289,Private room,35,30,0.73,312
22063,Manhattan,40.65343,-73.94914,Private room,35,3,6.43,8
22089,Manhattan,40.70029,-73.91188,Private room,35,30,0,45
22117,Manhattan,40.70711,-73.90713,Private room,35,5,0,321
22230,Manhattan,40.69262,-73.91198,Private room,35,30,0.66,269
22245,Manhattan,40.65051,-73.94969,Private room,35,1,0.44,69
22301,Manhattan,40.70127,-73.91235,Private room,35,30,0,43
22400,Manhattan,40.6472,-73.94348,Private room,35,4,0.79,89
22419,Manhattan,40.68581,-73.95189,Private room,35,10,0.48,5
22431,Manhattan,40.74336,-73.89438,Private room,35,30,0.9,7
22657,Manhattan,40.74096,-73.87937,Private room,35,3,0.76,310
22728,Manhattan,40.69747,-73.94498,Private room,35,2,3.33,100
22781,Manhattan,40.70522,-73.75063,Private room,35,2,1.72,3
22799,Manhattan,40.63892,-73.9974,Shared room,35,2,0.16,87
22812,Manhattan,40.76406,-73.87312,Private room,35,1,10.05,85
